NUMBER,NAME,LOCATION,LATITUDE,NS,LONGITUDE,EW,ELEV,ERUPTION TYPE,COMBATANT COMMAND
0502-05=,Bola,New Britain-SW Pac,5.15,S,150.03,E,1155,S0,USPACOM
0502-06=,Garua Harbour,New Britain-SW Pac,5.3,S,150.07,E,565,S0,USPACOM
0502-071,Lolo,New Britain-SW Pac,5.468,S,150.507,E,805,S0,USPACOM
0502-07=,Garbuna Group,New Britain-SW Pac,5.45,S,150.03,E,564,S0,USPACOM
0502-08=,Pago,New Britain-SW Pac,5.58,S,150.52,E,742,S1,USPACOM
0502-09=,Sulu Range,New Britain-SW Pac,5.5,S,150.942,E,610,S0,USPACOM
0502-10=,Hargy,New Britain-SW Pac,5.33,S,151.1,E,1148,S0,USPACOM
0502-11=,Bamus,New Britain-SW Pac,5.2,S,151.23,E,2248,S0,USPACOM
0502-12=,Ulawun,New Britain-SW Pac,5.05,S,151.33,E,2334,S2,USPACOM
0502-131,Unnamed,New Britain-SW Pac,4.75,S,150.85,E,U,U0,USPACOM
0502-13=,Lolobau,New Britain-SW Pac,4.92,S,151.158,E,858,M3,USPACOM
0502-14=,Rabaul,New Britain-SW Pac,4.271,S,152.203,E,688,S1,USPACOM
0502-15-,Tavui,New Britain-SW Pac,4.12,S,152.2,E,200,S0,USPACOM
0503-00-,Doma Peaks,New Guinea,5.9,S,143.15,E,3568,S0,USPACOM
0503-001,Crater Mountain,New Guinea,6.58,S,145.08,E,3233,M0,USPACOM
0503-002,Yelia,New Guinea,7.05,S,145.858,E,3384,S0,USPACOM
0503-003,Koranga,New Guinea,7.33,S,146.708,E,1500,S0,USPACOM
0503-004,Madilogo,New Guinea,9.2,S,147.57,E,850,M0,USPACOM
0503-011,Hydrographers Range,New Guinea,9,S,148.37,E,1915,S0,USPACOM
0503-01=,Lamington,New Guinea,8.95,S,148.15,E,1680,S2,USPACOM
0503-021,Managlase Plateau,New Guinea,9.08,S,148.33,E,1342,M0,USPACOM
0503-02=,Musa River,New Guinea,9.308,S,148.13,E,808,S0,USPACOM
0503-031,Sessagara,New Guinea,9.48,S,149.13,E,370,S0,USPACOM
0503-03=,Victory,New Guinea,9.2,S,149.07,E,1925,S1,USPACOM
0503-041,Goodenough,D'Entrecasteaux Is,9.48,S,150.35,E,220,S0,USPACOM
0503-04=,Waiowa,New Guinea,9.57,S,149.075,E,640,S2,USPACOM
0503-05=,Iamalele,D'Entrecasteaux Is,9.52,S,150.53,E,200,S0,USPACOM
0503-06=,Dawson Strait Group,D'Entrecasteaux Is,9.62,S,150.88,E,500,S0,USPACOM
0504-01=,Lihir,New Ireland-SW Pacific,3.125,S,152.642,E,700,M0,USPACOM
0504-02=,Ambitle,New Ireland-SW Pacific,4.08,S,153.65,E,450,S0,USPACOM
0505-00-,Tore,Bougainville-SW Pacific,5.83,S,154.93,E,2200,S0,USPACOM
0505-011,Billy Mitchell,Bougainville-SW Pacific,6.092,S,155.225,E,1544,S0,USPACOM
0505-01=,Balbi,Bougainville-SW Pacific,5.92,S,154.98,E,2715,S0,USPACOM
0505-021,Takuan Group,Bougainville-SW Pacific,6.442,S,155.608,E,2210,S0,USPACOM
0505-02=,Bagana,Bougainville-SW Pacific,6.14,S,155.195,E,1750,S1,USPACOM
0505-03=,Loloru,Bougainville-SW Pacific,6.52,S,155.62,E,1887,S0,USPACOM
0505-052,Kana Keoki,Solomon Is-SW Pacific,8.75,S,157.03,E,-700,U0,USPACOM
0505-053,Coleman Seamount,Solomon Is-SW Pacific,8.83,S,157.17,E,U,U0,USPACOM
0505-05=,Simbo,Solomon Is-SW Pacific,8.292,S,156.52,E,335,S0,USPACOM
0505-061,Unnamed,Solomon Is-SW Pacific,8.92,S,158.03,E,-240,U0,USPACOM
0505-062,Gallego,Solomon Is-SW Pacific,9.35,S,159.73,E,1000,S0,USPACOM
0505-06=,Kavachi,Solomon Is-SW Pacific,9.02,S,157.95,E,-20,M1,USPACOM
0505-07=,Savo,Solomon Is-SW Pacific,9.13,S,159.82,E,485,S2,USPACOM
0506-01=,Tinakula,Santa Cruz Is-SW Pacific,10.38,S,165.8,E,851,S1,USPACOM
0507-001,Motlav,Vanuatu-SW Pacific,13.67,S,167.67,E,411,M0,USPACOM
0507-01=,Suretamatai,Vanuatu-SW Pacific,13.8,S,167.47,E,921,S0,USPACOM
0507-021,Mere Lava,Vanuatu-SW Pacific,14.45,S,168.05,E,1028,M0,USPACOM
0507-02=,Gaua,Vanuatu-SW Pacific,14.27,S,167.5,E,797,S1,USPACOM
0507-03=,Aoba,Vanuatu-SW Pacific,15.4,S,167.83,E,1496,M0,USPACOM
0507-04=,Ambrym,Vanuatu-SW Pacific,16.25,S,168.12,E,1334,M1,USPACOM
0507-05=,Lopevi,Vanuatu-SW Pacific,16.507,S,168.346,E,1413,M2,USPACOM
0507-06=,Epi,Vanuatu-SW Pacific,16.68,S,168.37,E,833,M0,USPACOM
0507-07=,Kuwae,Vanuatu-SW Pacific,16.829,S,168.536,E,-2,M0,USPACOM
0507-08-,Unnamed,Vanuatu-SW Pacific,16.992,S,168.592,E,216,M0,USPACOM
0507-081,North Vate,Vanuatu-SW Pacific,17.47,S,168.353,E,594,M0,USPACOM
0507-09=,Traitor's Head,Vanuatu-SW Pacific,18.75,S,169.23,E,837,M0,USPACOM
0507-10=,Yasur,Vanuatu-SW Pacific,19.53,S,169.442,E,361,M1,USPACOM
0507-11-,Aneityum,Vanuatu-SW Pacific,20.2,S,169.78,E,852,M0,USPACOM
0508-001,Eastern Gemini Seamount,SW Pacific,20.98,S,170.28,E,-80,U0,USPACOM
0508-01=,Matthew Island,SW Pacific,22.33,S,171.32,E,177,S0,USPACOM
0508-02=,Hunter Island,SW Pacific,22.4,S,172.05,E,297,S0,USPACOM
0508-03-,Unnamed,SW Pacific,25.78,S,168.63,E,-2400,U0,USPACOM
0509-01-,Newer Volcanics Prov,Australia,37.77,S,142.5,E,1011,M0,USPACOM
0600-001,Narcondum,Andaman Is-Indian O,13.43,N,94.28,E,710,S0,USPACOM
0600-01=,Barren Island,Andaman Is-Indian O,12.278,N,93.858,E,354,S2,USPACOM
0601-02=,Seulawah Agam,Sumatra,5.448,N,95.658,E,1810,S0,USPACOM
0601-03=,Peuet Sague,Sumatra,4.914,N,96.329,E,2801,S1,USPACOM
0601-05=,Bur ni Telong,Sumatra,4.769,N,96.821,E,2617,S1,USPACOM
0601-07=,Sibayak,Sumatra,3.23,N,98.52,E,2212,S0,USPACOM
0601-08=,Sinabung,Sumatra,3.17,N,98.392,E,2460,S0,USPACOM
0601-09=,Toba,Sumatra,2.58,N,98.83,E,2157,S0,USPACOM
0601-101,Imun,Sumatra,2.158,N,98.93,E,1505,S0,USPACOM
0601-111,Lubukraya,Sumatra,1.478,N,99.209,E,1862,S0,USPACOM
0601-11=,Sibualbuali,Sumatra,1.556,N,99.255,E,1819,S0,USPACOM
0601-12=,Sorikmarapi,Sumatra,0.686,N,99.539,E,2145,S1,USPACOM
0601-131,Sarik-Gajah,Sumatra,0.08,N,100.2,E,U,S0,USPACOM
0601-13=,Talakmau,Sumatra,0.079,N,99.98,E,2919,S0,USPACOM
0601-14=,Marapi,Sumatra,0.381,S,100.473,E,2891,S1,USPACOM
0601-15=,Tandikat,Sumatra,0.433,S,100.317,E,2438,S1,USPACOM
0601-16=,Talang,Sumatra,0.978,S,100.679,E,2597,S1,USPACOM
0601-171,Kunyit,Sumatra,2.274,S,101.483,E,2151,S0,USPACOM
0601-172,Hutapanjang,Sumatra,2.33,S,101.6,E,2021,S0,USPACOM
0601-17=,Kerinci,Sumatra,1.697,S,101.264,E,3800,S1,USPACOM
0601-18=,Sumbing,Sumatra,2.414,S,101.728,E,2507,S1,USPACOM
0601-191,Pendan,Sumatra,2.82,S,102.02,E,U,S0,USPACOM
0601-20=,Belirang-Beriti,Sumatra,2.82,S,102.18,E,1958,M0,USPACOM
0601-21=,Bukit Daun,Sumatra,3.38,S,102.37,E,2467,M0,USPACOM
0601-22=,Kaba,Sumatra,3.52,S,102.62,E,1952,S1,USPACOM
0601-231,Patah,Sumatra,4.27,S,103.3,E,2817,S0,USPACOM
0601-23=,Dempo,Sumatra,4.03,S,103.13,E,3173,S1,USPACOM
0601-24=,Bukit Lumut Balai,Sumatra,4.22,S,103.62,E,2055,S0,USPACOM
0601-251,Ranau,Sumatra,4.83,S,103.92,E,1881,S0,USPACOM
0601-25=,Besar,Sumatra,4.43,S,103.67,E,1899,S0,USPACOM
0601-26=,Sekincau Belirang,Sumatra,5.12,S,104.32,E,1719,S0,USPACOM
0601-27=,Suoh,Sumatra,5.25,S,104.27,E,1000,S0,USPACOM
0601-28=,Hulubelu,Sumatra,5.35,S,104.6,E,1040,S0,USPACOM
0601-29=,Rajabasa,Sumatra,5.78,S,105.625,E,1281,S0,USPACOM
0602-00=,Krakatau,Indonesia,6.102,S,105.423,E,813,S1,USPACOM
0603-01=,Pulosari,Java,6.342,S,105.975,E,1346,S0,USPACOM
0603-02=,Karang,Java,6.27,S,106.042,E,1778,S0,USPACOM
0603-04=,Perbakti-Gagak,Java,6.75,S,106.7,E,1699,S0,USPACOM
0603-05=,Salak,Java,6.72,S,106.73,E,2211,S1,USPACOM
0603-06=,Gede,Java,6.78,S,106.98,E,2958,S2,USPACOM
0603-07=,Patuha,Java,7.16,S,107.4,E,2434,S0,USPACOM
0603-081,Malabar,Java,7.13,S,107.65,E,2343,S0,USPACOM
0603-08=,Wayang-Windu,Java,7.208,S,107.63,E,2182,S0,USPACOM
0603-09=,Tangkubanparahu,Java,6.77,S,107.6,E,2084,S1,USPACOM
0603-10=,Papandayan,Java,7.32,S,107.73,E,2665,S1,USPACOM
0603-11=,Kendang,Java,7.23,S,107.72,E,2608,S0,USPACOM
0603-131,Tampomas,Java,6.77,S,107.95,E,1684,S0,USPACOM
0603-13=,Guntur,Java,7.143,S,107.84,E,2249,S1,USPACOM
0603-14=,Galunggung,Java,7.25,S,108.058,E,2168,M2,USPACOM
0603-15=,Talagabodas,Java,7.208,S,108.07,E,2201,M0,USPACOM
0603-16=,Kawah Karaha,Java,7.12,S,108.08,E,1155,S0,USPACOM
0603-17=,Cereme,Java,6.892,S,108.4,E,3078,S1,USPACOM
0603-18=,Slamet,Java,7.242,S,109.208,E,3428,M1,USPACOM
0603-20=,Dieng Volc Complex,Java,7.2,S,109.92,E,2565,S1,USPACOM
0603-21=,Sundoro,Java,7.3,S,109.992,E,3136,S1,USPACOM
0603-22=,Sumbing,Java,7.384,S,110.07,E,3371,S0,USPACOM
0603-231,Telomoyo,Java,7.37,S,110.4,E,1894,S0,USPACOM
0603-23=,Ungaran,Java,7.18,S,110.33,E,2050,S0,USPACOM
0603-24=,Merbabu,Java,7.45,S,110.43,E,3145,M1,USPACOM
0603-251,Muria,Java,6.62,S,110.88,E,1625,M0,USPACOM
0603-25=,Merapi,Java,7.542,S,110.442,E,2968,S9,USPACOM
0603-26=,Lawu,Java,7.625,S,111.192,E,3265,S1,USPACOM
0603-27=,Wilis,Java,7.808,S,111.758,E,2563,S0,USPACOM
0603-281,Kawi-Butak,Java,7.92,S,112.45,E,2651,S0,USPACOM
0603-28=,Kelut,Java,7.93,S,112.308,E,1731,S2,USPACOM
0603-291,Penanggungan,Java,7.62,S,112.63,E,1653,S0,USPACOM
0603-292,Malang Plain,Java,8.02,S,112.68,E,680,S0,USPACOM
0603-29=,Arjuno-Welirang,Java,7.725,S,112.58,E,3339,S1,USPACOM
0603-30=,Semeru,Java,8.108,S,112.92,E,3676,S1,USPACOM
0603-31=,Tengger Caldera,Java,7.942,S,112.95,E,2329,S1,USPACOM
0603-321,Lurus,Java,7.73,S,113.58,E,539,S0,USPACOM
0603-32=,Lamongan,Java,7.979,S,113.342,E,1651,M1,USPACOM
0603-33=,Iyang-Argapura,Java,7.97,S,113.57,E,3088,S0,USPACOM
0603-34=,Raung,Java,8.125,S,114.042,E,3332,S1,USPACOM
0603-351,Baluran,Java,7.85,S,114.37,E,1247,S0,USPACOM
0603-35=,Ijen,Java,8.058,S,114.242,E,2799,S1,USPACOM
0604-001,Bratan,Lesser Sunda Is,8.28,S,115.13,E,2276,S0,USPACOM
0604-01=,Batur,Lesser Sunda Is,8.242,S,115.375,E,1717,S1,USPACOM
0604-02=,Agung,Lesser Sunda Is,8.342,S,115.508,E,3142,S0,USPACOM
0604-03=,Rinjani,Lesser Sunda Is,8.42,S,116.47,E,3726,S1,USPACOM
0604-04=,Tambora,Lesser Sunda Is,8.25,S,118,E,2850,S0,USPACOM
0604-05=,Sangeang Api,Lesser Sunda Is,8.2,S,119.07,E,1949,M2,USPACOM
0604-06=,Wai Sano,Lesser Sunda Is,8.72,S,120.02,E,903,S0,USPACOM
0604-071,Ranakah,Lesser Sunda Is,8.62,S,120.52,E,2350,S0,USPACOM
0604-07=,Poco Leok,Lesser Sunda Is,8.68,S,120.48,E,1675,S0,USPACOM
0604-08=,Inierie,Lesser Sunda Is,8.875,S,120.95,E,2245,S0,USPACOM
0604-09=,Inielika,Lesser Sunda Is,8.73,S,120.98,E,1559,S1,USPACOM
0604-10=,Ebulobo,Lesser Sunda Is,8.82,S,121.18,E,2124,S1,USPACOM
0604-11=,Iya,Lesser Sunda Is,8.897,S,121.645,E,637,M1,USPACOM
0604-12=,Sukaria Caldera,Lesser Sunda Is,8.792,S,121.77,E,1500,S0,USPACOM
0604-13=,Ndete Napu,Lesser Sunda Is,8.72,S,121.78,E,750,S0,USPACOM
0604-14=,Kelimutu,Lesser Sunda Is,8.77,S,121.82,E,1639,S1,USPACOM
0604-15=,Paluweh,Lesser Sunda Is,8.32,S,121.708,E,875,S2,USPACOM
0604-16=,Egon,Lesser Sunda Is,8.67,S,122.45,E,1703,S1,USPACOM
0604-17=,Ilimuda,Lesser Sunda Is,8.478,S,122.671,E,1100,S0,USPACOM
0604-18=,Lewotobi,Lesser Sunda Is,8.542,S,122.775,E,1703,S1,USPACOM
0604-20=,Leroboleng,Lesser Sunda Is,8.358,S,122.842,E,1117,S1,USPACOM
0604-22=,Iliboleng,Lesser Sunda Is,8.342,S,123.258,E,1659,M1,USPACOM
0604-23=,Lewotolo,Lesser Sunda Is,8.272,S,123.505,E,1423,S1,USPACOM
0604-24=,Ililabalekan,Lesser Sunda Is,8.55,S,123.38,E,1018,M0,USPACOM
0604-25=,Iliwerung,Lesser Sunda Is,8.53,S,123.57,E,1018,M1,USPACOM
0604-26=,Batu Tara,Lesser Sunda Is,7.792,S,123.579,E,748,M1,USPACOM
0604-27=,Sirung,Lesser Sunda Is,8.508,S,124.13,E,862,S1,USPACOM
0604-28=,Yersey,Lesser Sunda Is,7.53,S,123.95,E,-3800,U0,USPACOM
0605-01=,Emperor of China,Banda Sea,6.62,S,124.22,E,-2850,U0,USPACOM
0605-02=,Nieuwerkerk,Banda Sea,6.6,S,124.675,E,-2285,U0,USPACOM
0605-03=,Gunungapi Wetar,Banda Sea,6.642,S,126.65,E,282,S2,USPACOM
0605-04=,Wurlali,Banda Sea,7.125,S,128.675,E,868,S1,USPACOM
0605-05=,Teon,Banda Sea,6.92,S,129.125,E,655,S2,USPACOM
0605-06=,Nila,Banda Sea,6.73,S,129.5,E,781,S1,USPACOM
0605-07=,Serua,Banda Sea,6.3,S,130,E,641,S1,USPACOM
0605-08=,Manuk,Banda Sea,5.53,S,130.292,E,282,S0,USPACOM
0605-09=,Banda Api,Banda Sea,4.525,S,129.871,E,640,S1,USPACOM
0606-01=,Colo,Sulawesi-Indonesia,0.17,S,121.608,E,507,S2,USPACOM
0606-02=,Ambang,Sulawesi-Indonesia,0.75,N,124.42,E,1795,S0,USPACOM
0606-03=,Soputan,Sulawesi-Indonesia,1.108,N,124.73,E,1784,S1,USPACOM
0606-04=,Sempu,Sulawesi-Indonesia,1.13,N,124.758,E,1549,S0,USPACOM
0606-07-,Tondano Caldera,Sulawesi-Indonesia,1.23,N,124.83,E,1202,S0,USPACOM
0606-10=,Lokon-Empung,Sulawesi-Indonesia,1.358,N,124.792,E,1580,S1,USPACOM
0606-11=,Mahawu,Sulawesi-Indonesia,1.358,N,124.858,E,1324,S1,USPACOM
0606-12=,Klabat,Sulawesi-Indonesia,1.47,N,125.03,E,1995,S0,USPACOM
0606-13=,Tongkoko,Sulawesi-Indonesia,1.52,N,125.2,E,1149,S1,USPACOM
0607-01=,Ruang,Sangihe Is-Indonesia,2.3,N,125.37,E,725,S1,USPACOM
0607-02=,Karangetang,Sangihe Is-Indonesia,2.78,N,125.4,E,1784,S1,USPACOM
0607-03=,Banua Wuhu,Sangihe Is-Indonesia,3.138,N,125.491,E,-5,S1,USPACOM
0607-04=,Awu,Sangihe Is-Indonesia,3.67,N,125.5,E,1320,S1,USPACOM
0607-05=,Unnamed,Sangihe Is-Indonesia,3.97,N,124.17,E,-5000,U0,USPACOM
0608-001,Tarakan,Halmahera-Indonesia,1.83,N,127.83,E,318,M0,USPACOM
0608-01=,Dukono,Halmahera-Indonesia,1.68,N,127.88,E,1335,S1,USPACOM
0608-02-,Tobaru,Halmahera-Indonesia,1.63,N,127.67,E,1035,S0,USPACOM
0608-03=,Ibu,Halmahera-Indonesia,1.488,N,127.63,E,1325,S1,USPACOM
0608-04=,Gamkonora,Halmahera-Indonesia,1.38,N,127.53,E,1635,S1,USPACOM
0608-051,Jailolo,Halmahera-Indonesia,1.08,N,127.42,E,1130,S0,USPACOM
0608-052,Hiri,Halmahera-Indonesia,0.9,N,127.32,E,630,M0,USPACOM
0608-05=,Todoko-Ranu,Halmahera-Indonesia,1.25,N,127.47,E,979,S0,USPACOM
0608-061,Tidore,Halmahera-Indonesia,0.658,N,127.4,E,1730,S0,USPACOM
0608-062,Mare,Halmahera-Indonesia,0.57,N,127.4,E,308,S0,USPACOM
0608-063,Moti,Halmahera-Indonesia,0.45,N,127.4,E,950,S0,USPACOM
0608-06=,Gamalama,Halmahera-Indonesia,0.8,N,127.33,E,1715,S1,USPACOM
0608-071,Tigalalu,Halmahera-Indonesia,0.07,N,127.42,E,422,S0,USPACOM
0608-072,Amasing,Halmahera-Indonesia,0.53,S,127.48,E,1030,S0,USPACOM
0608-073,Bibinoi,Halmahera-Indonesia,0.77,S,127.72,E,900,S0,USPACOM
0608-07=,Makian,Halmahera-Indonesia,0.32,N,127.4,E,1357,S2,USPACOM
0610-01-,Bombalai,Borneo,4.4,N,117.88,E,531,M0,USPACOM
0700-01=,Jolo,Sulu Is-Philippines,6.013,N,121.057,E,811,M0,USPACOM
0701-011,Parker,Mindanao-Philippines,6.113,N,124.892,E,1824,S0,USPACOM
0701-01=,Balut,Mindanao-Philippines,5.4,N,125.375,E,862,S0,USPACOM
0701-02=,Matutum,Mindanao-Philippines,6.37,N,125.07,E,2286,S0,USPACOM
0701-031,Leonard Range,Mindanao-Philippines,7.382,N,126.047,E,1080,S0,USPACOM
0701-03=,Apo,Mindanao-Philippines,6.989,N,125.269,E,2938,S0,USPACOM
0701-04=,Makaturing,Mindanao-Philippines,7.647,N,124.32,E,1940,S0,USPACOM
0701-05=,Latukan,Mindanao-Philippines,7.65,N,124.45,E,2338,S0,USPACOM
0701-061,Kalatungan,Mindanao-Philippines,7.95,N,124.8,E,2824,S0,USPACOM
0701-06=,Ragang,Mindanao-Philippines,7.7,N,124.5,E,2815,S1,USPACOM
0701-071,Malindang,Mindanao-Philippines,8.22,N,123.63,E,2404,S0,USPACOM
0701-072,Balatukan,Mindanao-Philippines,8.77,N,124.98,E,2450,M0,USPACOM
0701-07=,Musuan,Mindanao-Philippines,7.877,N,125.068,E,646,S0,USPACOM
0701-08=,Camiguin,Mindanao-Philippines,9.203,N,124.673,E,1552,S0,USPACOM
0701-09-,Paco,Mindanao-Philippines,9.593,N,125.52,E,524,S0,USPACOM
0702-01=,Cuernos de Negros,Philippines-C,9.25,N,123.17,E,1862,S0,USPACOM
0702-02=,Kanlaon,Philippines-C,10.412,N,123.132,E,2435,S1,USPACOM
0702-03=,Mandalagan,Philippines-C,10.65,N,123.25,E,1885,S0,USPACOM
0702-04=,Silay,Philippines-C,10.77,N,123.23,E,1510,S0,USPACOM
0702-05=,Cabalian,Philippines-C,10.287,N,125.221,E,945,S0,USPACOM
0702-07=,Mahagnao,Philippines-C,10.896,N,125.87,E,860,S0,USPACOM
0702-08=,Biliran,Philippines-C,11.523,N,124.535,E,1301,S0,USPACOM
0703-01=,Bulusan,Luzon-Philippines,12.77,N,124.05,E,1565,S1,USPACOM
0703-02=,Pocdol Mountains,Luzon-Philippines,13.05,N,123.958,E,1102,S0,USPACOM
0703-031,Masaraga,Luzon-Philippines,13.32,N,123.6,E,1328,S0,USPACOM
0703-03=,Mayon,Luzon-Philippines,13.257,N,123.685,E,2462,S2,USPACOM
0703-041,Iriga,Luzon-Philippines,13.457,N,123.457,E,1196,S0,USPACOM
0703-042,Isarog,Luzon-Philippines,13.658,N,123.38,E,1966,S0,USPACOM
0703-044,Malindig,Luzon-Philippines,13.24,N,122.018,E,1157,S0,USPACOM
0703-05=,Banahaw,Luzon-Philippines,14.07,N,121.48,E,2158,S0,USPACOM
0703-06=,San Pablo Volc Field,Luzon-Philippines,14.12,N,121.3,E,1090,S0,USPACOM
0703-07=,Taal,Luzon-Philippines,14.002,N,120.993,E,311,S2,USPACOM
0703-081,Mariveles,Luzon-Philippines,14.52,N,120.47,E,1388,S0,USPACOM
0703-082,Natib,Luzon-Philippines,14.72,N,120.4,E,1253,S0,USPACOM
0703-083,Pinatubo,Luzon-Philippines,15.13,N,120.35,E,1486,S3,USPACOM
0703-084,Arayat,Luzon-Philippines,15.2,N,120.742,E,1026,S0,USPACOM
0703-085,Amorong,Luzon-Philippines,15.828,N,120.805,E,376,S0,USPACOM
0703-086,Santo Tomas,Luzon-Philippines,16.33,N,120.55,E,2260,S0,USPACOM
0703-087,Patoc,Luzon-Philippines,17.147,N,120.98,E,1865,S0,USPACOM
0703-088,Ambalatungan Group,Luzon-Philippines,17.32,N,121.1,E,2329,S0,USPACOM
0703-08=,Laguna Caldera,Luzon-Philippines,14.42,N,121.27,E,743,S0,USPACOM
0703-09=,Cagua,Luzon-Philippines,18.222,N,122.123,E,1133,S0,USPACOM
0704-01=,Camiguin de Babuyanes,Luzon-N of,18.83,N,121.86,E,712,S0,USPACOM
0704-02=,Didicas,Luzon-N of,19.077,N,122.202,E,228,S0,USPACOM
0704-03=,Babuyan Claro,Luzon-N of,19.523,N,121.94,E,1080,S1,USPACOM
0704-05=,Unnamed,Luzon-N of,20.33,N,121.75,E,-24,S0,USPACOM
0704-06-,Iraya,Luzon-N of,20.469,N,122.01,E,1009,S0,USPACOM
0705-001,Hainan Dao,SE Asia,19.7,N,110.1,E,U,S0,USPACOM
0705-01-,Leizhou Bandao,SE Asia,20.78,N,110.17,E,259,S0,USPACOM
0705-02-,Cu-Lao Re Group,SE Asia,15.38,N,109.12,E,181,S0,USPACOM
0705-03-,Toroeng Prong,SE Asia,14.93,N,108,E,800,M0,USPACOM
0705-04-,Haut Dong Nai,SE Asia,11.6,N,108.2,E,1000,S0,USPACOM
0705-05-,Bas Dong Nai,SE Asia,10.8,N,107.2,E,392,S0,USPACOM
0705-06-,Ile des Cendres,SE Asia,10.158,N,109.014,E,-20,M0,USPACOM
0705-07-,Veteran,SE Asia,9.83,N,109.05,E,U,S0,USPACOM
0705-08-,Popa,SE Asia,20.92,N,95.25,E,1518,S0,USPACOM
0705-09-,Lower Chindwin,SE Asia,22.28,N,95.1,E,385,S0,USPACOM
0705-10-,Singu Plateau,SE Asia,22.7,N,95.98,E,507,S0,USPACOM
0705-11-,Tengchong,SE Asia,25.23,N,98.5,E,2865,S0,USPACOM
0801-011,Unnamed,Taiwan-E of,19.17,N,132.25,E,-10,S0,USPACOM
0801-01=,Unnamed,Taiwan-E of,20.93,N,134.75,E,-6000,U0,USPACOM
0801-02=,Unnamed,Taiwan-E of,21.83,N,121.18,E,-115,U0,USPACOM
0801-031,Kueishantao,Taiwan-E of,24.85,N,121.92,E,401,S0,USPACOM
0801-03=,Unnamed,Taiwan-E of,24,N,121.83,E,U,S0,USPACOM
0801-04=,Unnamed,Taiwan-N of,25.4,N,122.2,E,-100,U0,USPACOM
0801-05=,Zengyu,Taiwan-N of,26.18,N,122.458,E,-418,U0,USPACOM
0802-01=,Iriomote-jima,Ryukyu Is,24.558,N,124,E,-200,U0,USPACOM
0802-021,Yokoate-jima,Ryukyu Is,28.797,N,128.997,E,495,S0,USPACOM
0802-022,Akuseki-jima,Ryukyu Is,29.461,N,129.597,E,584,S0,USPACOM
0802-02=,Iwo-Tori-shima,Ryukyu Is,27.877,N,128.224,E,212,S1,USPACOM
0802-03=,Suwanose-jima,Ryukyu Is,29.635,N,129.716,E,799,S1,USPACOM
0802-041,Kogaja-jima,Ryukyu Is,29.879,N,129.625,E,301,S0,USPACOM
0802-043,Kuchino-shima,Ryukyu Is,29.964,N,129.927,E,628,S0,USPACOM
0802-04=,Nakano-shima,Ryukyu Is,29.856,N,129.859,E,979,S0,USPACOM
0802-05=,Kuchinoerabu-jima,Ryukyu Is,30.44,N,130.219,E,657,S2,USPACOM
0802-06=,Kikai,Ryukyu Is,30.789,N,130.308,E,704,S1,USPACOM
0802-07=,Ibusuki Volc Field,Kyushu-Japan,31.22,N,130.57,E,922,S0,USPACOM
0802-081,Sumiyoshi-ike,Kyushu-Japan,31.768,N,130.594,E,15,M0,USPACOM
0802-08=,Sakura-jima,Kyushu-Japan,31.585,N,130.657,E,1117,S1,USPACOM
0802-091,Fukue-jima,Kyushu-Japan,32.653,N,128.851,E,317,M0,USPACOM
0802-09=,Kirishima,Kyushu-Japan,31.931,N,130.864,E,1700,S1,USPACOM
0802-10=,Unzen,Kyushu-Japan,32.757,N,130.294,E,1500,S1,USPACOM
0802-11=,Aso,Kyushu-Japan,32.881,N,131.106,E,1592,M1,USPACOM
0802-12=,Kuju,Kyushu-Japan,33.083,N,131.251,E,1791,M1,USPACOM
0802-13=,Tsurumi,Kyushu-Japan,33.28,N,131.432,E,1584,S0,USPACOM
0803-001,Abu,Honshu-Japan,34.5,N,131.6,E,641,M0,USPACOM
0803-002,Sanbe,Honshu-Japan,35.13,N,132.62,E,1126,S0,USPACOM
0803-003,Oki-Dogo,Honshu-Japan,36.176,N,133.334,E,151,M0,USPACOM
0803-01=,Izu-Tobu,Honshu-Japan,34.9,N,139.098,E,1406,M0,USPACOM
0803-02=,Hakone,Honshu-Japan,35.23,N,139.024,E,1438,S0,USPACOM
0803-031,Kita Yatsuga-take,Honshu-Japan,36.1,N,138.3,E,2530,S0,USPACOM
0803-03=,Fuji,Honshu-Japan,35.358,N,138.731,E,3776,S2,USPACOM
0803-04=,On-take,Honshu-Japan,35.89,N,137.48,E,3063,S0,USPACOM
0803-05=,Haku-san,Honshu-Japan,36.152,N,136.774,E,2702,S2,USPACOM
0803-06=,Norikura,Honshu-Japan,36.103,N,137.557,E,3026,S0,USPACOM
0803-071,Washiba-Kumonotaira,Honshu-Japan,36.408,N,137.594,E,2924,M0,USPACOM
0803-07=,Yake-dake,Honshu-Japan,36.224,N,137.59,E,2455,S0,USPACOM
0803-08=,Tate-yama,Honshu-Japan,36.568,N,137.593,E,2621,S0,USPACOM
0803-09=,Niigata-Yake-yama,Honshu-Japan,36.918,N,138.039,E,2400,S1,USPACOM
0803-10=,Myoko,Honshu-Japan,36.888,N,138.12,E,2446,S0,USPACOM
0803-11=,Asama,Honshu-Japan,36.403,N,138.526,E,2568,S1,USPACOM
0803-121,Shiga,Honshu-Japan,36.688,N,138.519,E,2041,M0,USPACOM
0803-122,Haruna,Honshu-Japan,36.474,N,138.881,E,1449,S0,USPACOM
0803-12=,Kusatsu-Shirane,Honshu-Japan,36.62,N,138.535,E,2171,S1,USPACOM
